"","ctrl1a_data.Year","ctrl1a_data...2.","trt1a_data...2.","trt2a_data...2.","trt1b_data...2.","trt2b_data...2.","ctrl1a_ctrl1a","ctrl1a_trt1a","ctrl1a_trt2a","ctrl1a_trt1b","ctrl1a_trt2b"
"181",2030,2731.456782,2723.998827,2713.435292,2726.617291,2719.423007,0,-7.45795500000031,-18.0214900000001,-4.83949100000018,-12.0337750000003
"182",2031,2731.627806,2724.135104,2713.547765,2726.878691,2719.807783,0,-7.49270200000001,-18.0800410000002,-4.74911500000007,-11.8200229999998
"183",2032,2732.199875,2724.682151,2714.07017,2727.540028,2720.581451,0,-7.51772399999982,-18.1297049999998,-4.6598469999999,-11.6184239999998
"184",2033,2733.060541,2725.516994,2714.872711,2728.494638,2721.648077,0,-7.54354699999976,-18.1878299999998,-4.56590299999971,-11.412464
"185",2034,2733.709992,2726.136629,2715.471262,2729.228417,2722.490578,0,-7.57336299999997,-18.23873,-4.48157500000025,-11.2194140000001
"186",2035,2734.289793,2726.68709,2715.994224,2729.885927,2723.248366,0,-7.60270300000002,-18.2955689999999,-4.40386600000011,-11.0414270000001
"187",2036,2735.11576,2727.483313,2716.762856,2730.792975,2724.253144,0,-7.63244699999996,-18.3529040000003,-4.32278500000029,-10.8626160000003
"188",2037,2735.892472,2728.224437,2717.481195,2731.642066,2725.20117,0,-7.66803500000015,-18.4112770000002,-4.25040600000011,-10.6913020000002
"189",2038,2736.406512,2728.711908,2717.96406,2732.231858,2725.893556,0,-7.6946039999998,-18.4424520000002,-4.17465399999992,-10.512956
"190",2039,2737.004411,2729.289073,2718.522282,2732.903194,2726.656224,0,-7.71533799999997,-18.482129,-4.10121699999991,-10.3481870000001
"191",2040,2737.584515,2729.840057,2719.055074,2733.549776,2727.391174,0,-7.74445800000012,-18.5294410000001,-4.03473900000017,-10.1933410000001
"192",2041,2738.015643,2730.261012,2719.465638,2734.061174,2727.995712,0,-7.75463100000024,-18.5500050000001,-3.95446900000024,-10.0199310000003
"193",2042,2738.596908,2730.818923,2719.995185,2734.708172,2728.722486,0,-7.77798500000017,-18.6017229999998,-3.88873599999988,-9.87442199999987
"194",2043,2739.251097,2731.447969,2720.609136,2735.419803,2729.507123,0,-7.80312800000002,-18.6419609999998,-3.83129400000007,-9.74397399999998
"195",2044,2739.847239,2732.021492,2721.164789,2736.073316,2730.235617,0,-7.82574700000032,-18.6824500000002,-3.7739230000002,-9.61162200000035
"196",2045,2740.36028,2732.51364,2721.655442,2736.646976,2730.89164,0,-7.84663999999975,-18.7048379999997,-3.71330399999988,-9.46864000000005
"197",2046,2740.644679,2732.774892,2721.89714,2736.995854,2731.322822,0,-7.86978700000009,-18.747539,-3.64882500000022,-9.32185699999991
"198",2047,2740.834051,2732.950605,2722.049804,2737.250119,2731.647555,0,-7.88344599999982,-18.7842469999996,-3.583932,-9.18649599999981
"199",2048,2741.201426,2733.294165,2722.371293,2737.671988,2732.134273,0,-7.90726100000029,-18.8301329999999,-3.52943800000003,-9.06715299999996
"200",2049,2741.941026,2734.01581,2723.080725,2738.467029,2733.001804,0,-7.92521600000009,-18.8603010000002,-3.47399700000005,-8.93922199999997
"201",2050,2742.523801,2734.579884,2723.637493,2739.105342,2733.707838,0,-7.9439169999996,-18.8863079999996,-3.41845899999998,-8.81596300000001
"202",2051,2743.257469,2735.29169,2724.336087,2739.887607,2734.552356,0,-7.96577900000011,-18.921382,-3.36986200000001,-8.70511299999998
"203",2052,2743.903942,2735.921218,2724.951546,2740.586673,2735.315586,0,-7.98272399999996,-18.9523960000001,-3.31726900000012,-8.58835599999975
"204",2053,2744.369496,2736.369292,2725.394447,2741.102519,2735.898871,0,-8.00020399999994,-18.9750489999997,-3.26697699999977,-8.47062499999993
"205",2054,2745.094808,2737.077151,2726.086227,2741.875671,2736.729524,0,-8.01765699999987,-19.008581,-3.21913700000005,-8.36528399999997
"206",2055,2746.048016,2738.009529,2726.996269,2742.876635,2737.783083,0,-8.03848700000026,-19.051747,-3.17138100000011,-8.26493300000038
"207",2056,2746.821039,2738.766703,2727.739963,2743.700512,2738.669289,0,-8.05433600000015,-19.0810759999999,-3.12052700000004,-8.15174999999999
"208",2057,2747.299566,2739.231354,2728.18566,2744.22561,2739.250568,0,-8.06821200000013,-19.113906,-3.07395600000018,-8.04899800000021
"209",2058,2747.770761,2739.679523,2728.616918,2744.735165,2739.813387,0,-8.09123800000043,-19.1538430000001,-3.03559600000017,-7.95737400000007
"210",2059,2748.301047,2740.195107,2729.126898,2745.307047,2740.436891,0,-8.10593999999992,-19.1741489999999,-2.99400000000014,-7.86415600000009
"211",2060,2748.575365,2740.458468,2729.394016,2745.626708,2740.808461,0,-8.11689700000034,-19.181349,-2.94865700000037,-7.76690400000007
"212",2061,2749.187479,2741.05978,2729.97162,2746.281351,2741.50852,0,-8.12769900000012,-19.2158590000004,-2.90612800000008,-7.6789590000003
"213",2062,2749.383441,2741.241936,2730.147536,2746.525066,2741.806989,0,-8.14150500000005,-19.235905,-2.8583749999998,-7.57645199999979
"214",2063,2749.90131,2741.752505,2730.653487,2747.086478,2742.42185,0,-8.14880500000027,-19.2478230000002,-2.81483200000002,-7.47946000000002
"215",2064,2750.266048,2742.105476,2730.998567,2747.490776,2742.87336,0,-8.16057199999977,-19.2674809999999,-2.77527199999986,-7.39268799999991
"216",2065,2750.62337,2742.441347,2731.31866,2747.880043,2743.303486,0,-8.18202299999984,-19.3047099999999,-2.74332699999968,-7.319884
"217",2066,2751.22411,2743.025452,2731.882438,2748.516998,2743.979887,0,-8.19865800000025,-19.341672,-2.70711200000005,-7.24422300000015
"218",2067,2751.71358,2743.503498,2732.347709,2749.047207,2744.55961,0,-8.21008200000006,-19.365871,-2.66637300000002,-7.1539700000003
"219",2068,2752.149359,2743.921501,2732.755823,2749.51379,2745.070768,0,-8.2278580000002,-19.393536,-2.63556900000003,-7.07859099999996
"220",2069,2752.597879,2744.35329,2733.195365,2749.993341,2745.597367,0,-8.24458899999991,-19.4025139999999,-2.60453800000005,-7.00051200000007
"221",2070,2753.394534,2745.139587,2733.96306,2750.824544,2746.468678,0,-8.2549469999999,-19.431474,-2.56998999999996,-6.92585599999984
"222",2071,2754.091835,2745.825777,2734.646845,2751.55816,2747.246227,0,-8.26605800000016,-19.44499,-2.53367500000013,-6.84560800000008
"223",2072,2754.563316,2746.294075,2735.124623,2752.064876,2747.795026,0,-8.26924100000042,-19.4386930000001,-2.4984400000003,-6.76829000000043
"224",2073,2754.907403,2746.627235,2735.453672,2752.433625,2748.200324,0,-8.28016800000023,-19.4537310000001,-2.47377800000004,-6.70707900000025
"225",2074,2755.233649,2746.947056,2735.771839,2752.789312,2748.593965,0,-8.28659299999981,-19.4618099999998,-2.4443369999999,-6.63968399999976
"226",2075,2755.868468,2747.579882,2736.405436,2753.457106,2749.298474,0,-8.28858600000012,-19.4630320000001,-2.41136200000028,-6.56999399999995
"227",2076,2756.34043,2748.045051,2736.85638,2753.959578,2749.837289,0,-8.29537900000014,-19.48405,-2.38085200000023,-6.50314100000014
"228",2077,2756.744132,2748.446636,2737.254767,2754.393075,2750.300121,0,-8.29749599999968,-19.4893649999999,-2.35105699999986,-6.44401099999959
"229",2078,2757.299978,2748.983941,2737.776408,2754.973431,2750.915324,0,-8.31603700000005,-19.5235699999998,-2.32654700000012,-6.38465399999995
"230",2079,2757.516326,2749.185504,2737.968262,2755.221446,2751.202404,0,-8.3308219999999,-19.5480640000001,-2.29487999999992,-6.31392199999982
"231",2080,2757.782508,2749.452323,2738.241941,2755.523507,2751.547406,0,-8.3301849999998,-19.5405669999996,-2.2590009999999,-6.23510199999964
"232",2081,2758.003053,2749.663164,2738.441581,2755.769845,2751.825956,0,-8.33988899999986,-19.5614719999999,-2.2332080000001,-6.17709699999978
"233",2082,2758.309564,2749.959601,2738.742336,2756.1007,2752.1926,0,-8.34996300000012,-19.5672280000003,-2.20886400000018,-6.11696400000028
"234",2083,2758.809132,2750.455073,2739.223086,2756.631632,2752.754122,0,-8.35405899999978,-19.5860459999999,-2.17749999999978,-6.05501000000004
"235",2084,2759.120873,2750.750991,2739.510579,2756.964901,2753.121302,0,-8.36988199999996,-19.6102940000001,-2.15597200000002,-5.99957099999983
"236",2085,2759.45833,2751.082858,2739.840437,2757.329074,2753.516667,0,-8.37547199999972,-19.6178930000001,-2.12925599999971,-5.94166300000006
"237",2086,2759.797662,2751.417787,2740.175561,2757.694721,2753.912526,0,-8.37987500000008,-19.6221009999999,-2.1029410000001,-5.88513599999987
"238",2087,2760.288904,2751.907633,2740.667511,2758.213215,2754.462356,0,-8.3812710000002,-19.6213929999999,-2.07568899999978,-5.826548
"239",2088,2760.320372,2751.93065,2740.691292,2758.266797,2754.550363,0,-8.38972200000035,-19.6290800000002,-2.05357499999991,-5.7700090000003
"240",2089,2760.306668,2751.926919,2740.694139,2758.287694,2754.615782,0,-8.37974900000017,-19.612529,-2.01897400000007,-5.69088600000032
"241",2090,2760.546241,2752.163612,2740.922695,2758.54702,2754.901635,0,-8.38262900000018,-19.6235459999998,-1.99922100000003,-5.64460599999984
"242",2091,2760.680411,2752.296341,2741.051719,2758.709297,2755.093702,0,-8.38406999999961,-19.6286919999998,-1.97111399999994,-5.5867089999997
"243",2092,2760.779795,2752.401446,2741.159247,2758.839214,2755.25553,0,-8.37834900000007,-19.6205479999999,-1.94058099999984,-5.52426500000001
"244",2093,2760.614183,2752.233338,2740.981056,2758.701338,2755.146054,0,-8.38084500000014,-19.6331270000001,-1.91284500000029,-5.46812900000032
"245",2094,2760.638742,2752.241692,2740.964418,2758.742639,2755.205558,0,-8.39705000000004,-19.6743240000001,-1.89610300000004,-5.43318399999998
"246",2095,2760.794414,2752.396425,2741.12608,2758.923346,2755.412718,0,-8.39798900000005,-19.668334,-1.87106799999992,-5.38169599999992
"247",2096,2760.804084,2752.40852,2741.1425,2758.957381,2755.476792,0,-8.39556399999992,-19.6615839999999,-1.84670299999971,-5.32729199999994
"248",2097,2760.939291,2752.557496,2741.318586,2759.119012,2755.669944,0,-8.38179500000024,-19.6207050000003,-1.82027900000003,-5.26934699999993
"249",2098,2760.838122,2752.453259,2741.202711,2759.036401,2755.608767,0,-8.38486300000022,-19.6354110000002,-1.80172100000027,-5.22935499999994
"250",2099,2760.474586,2752.083387,2740.826808,2758.694662,2755.290552,0,-8.39119899999969,-19.647778,-1.77992399999994,-5.18403399999988
